"","AFFY.Mouse430.2.probe","logFC","AveExpr","t","P.Value","adj.P.Val","B","Transcript.stable.ID","Gene.stable.ID","Gene.stable.ID.version","Transcript.stable.ID.version","Chromosome/scaffold.name","Gene.name","MGI.symbol","ensembl.gene","gene.symbol","entrezID","refseqID","unigeneID","chrom","startsite","tiss.number","tissues","max.tissue"
"301","1418239_at",-1.4034758564507,7.13122018994684,-14.4708349922053,2.37830210776812e-12,8.6160600248644e-10,18.4612266731379,"ENSMUST00000050901","ENSMUSG00000047631","ENSMUSG00000047631.5","ENSMUST00000050901.5","10","Apof","Apof","ENSMUSG00000047631","Apof","103161","Mm.26513","Mm.26513","10","128267997","4","liver/lung/prostate/salivary_gland","liver"
"302","1418259_a_at",-0.285523068850274,6.78082740311319,-3.44943569328081,0.00241894509931519,0.0227262450637535,-2.26539934075848,"ENSMUST00000028328","ENSMUSG00000015085","ENSMUSG00000015085.9","ENSMUST00000028328.3","2","Entpd2","Entpd2","ENSMUSG00000015085","Entpd2","12496","Mm.482100","Mm.482100","2","25395874","5","adipose_white/bladder/osteoblast_day14/osteoblast_day21/placenta/prostate/uterus","placenta"
"304","1418260_at",0.390295507901392,8.42880101869264,3.33298894213634,0.00317697211510332,0.0279959934629578,-2.52973601504957,"ENSMUST00000065856","ENSMUSG00000053414","ENSMUSG00000053414.9","ENSMUST00000065856.8","16","Hunk","Hunk","ENSMUSG00000053414","Hunk","26559","Mm.125874/Mm.395325/Mm.454490","Mm.125874/Mm.395325/Mm.454490","16","90386397","2","ciliary_bodies/iris/retina/testis","retina"
"305","1418267_at",-0.617234160496322,6.6281015894201,-6.95595246567044,7.43955162854934e-07,4.04277634748085e-05,5.80502021967796,"ENSMUST00000162886","ENSMUSG00000032591","ENSMUSG00000032591.16","ENSMUST00000162886.2","9","Mst1","Mst1","ENSMUSG00000032591","Mst1","15235","Mm.8369","Mm.8369","9","108080436","1","Baf3/liver","liver"
"308","1418271_at",-0.533515899606253,7.48126239872036,-4.36774268645618,0.000273189291676181,0.00412376706254716,-0.121552030083525,"ENSMUST00000026120","ENSMUSG00000025128","ENSMUSG00000025128.8","ENSMUST00000026120.8","3","Bhlhe22","Bhlhe22","ENSMUSG00000025128","Bhlhe22","59058","Mm.149938","Mm.149938","3","18054325","3","adipose_white/amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/ciliary_bodies/eyecup/hippocampus/iris/retina/retinal_pigment_epithelium/spinal_cord","amygdala"
"309","1418297_at",0.409117703798077,6.92076519670636,4.48746141780972,0.000205415153640249,0.00327509099483634,0.161580550447023,"ENSMUST00000121184","ENSMUSG00000025478","ENSMUSG00000025478.16","ENSMUST00000121184.2","7","Dpysl4","Dpysl4","ENSMUSG00000025478","Dpysl4","26757","Mm.250414","Mm.250414","7","139086001","2","cerebellum/ovary","cerebellum"
"313","1418304_at",0.264658613913656,6.55846277264869,3.71241369279952,0.00130054115710342,0.0142295786668984,-1.66013349012223,"ENSMUST00000022337","ENSMUSG00000021803","ENSMUSG00000021803.11","ENSMUST00000022337.11","14","Cdhr1","Cdhr1","ENSMUSG00000021803","Cdhr1","170677","Mm.156506/Mm.474851","Mm.156506/Mm.474851","14","37077850","3","ciliary_bodies/dorsal_root_ganglia/iris/min6/olfactory_bulb/retina/retinal_pigment_epithelium","retinal_pigment_epithelium"
"314","1418306_at",-0.681930577499905,7.2269716658835,-6.60368535037729,1.59073673896863e-06,7.10492758548933e-05,5.03821234594005,"ENSMUST00000131673","ENSMUSG00000029343","ENSMUSG00000029343.18","ENSMUST00000131673.8","5","Crybb1","Crybb1","ENSMUSG00000029343","Crybb1","12960","Mm.29488","Mm.29488","5","112255815","1","ciliary_bodies/eyecup/lens/retinal_pigment_epithelium","lens"
"317","1418311_at",-0.919520387579714,6.53334837877276,-11.4867751945806,1.75533119781444e-10,2.79183286364585e-08,14.2064190824698,"ENSMUST00000026175","ENSMUSG00000025175","ENSMUSG00000025175.13","ENSMUST00000026175.9","11","Fn3k","Fn3k","ENSMUSG00000025175","Fn3k","63828","Mm.266448","Mm.266448","11","121434913","4","amygdala/bone/bone_marrow/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_striatum/hippocampus/nucleus_accumbens/olfactory_bulb/retinal_pigment_epithelium/spinal_cord","bone_marrow"
"318","1418317_at",0.533833753385319,7.42131597374499,4.31599077381921,0.000309053929117419,0.00452885544219031,-0.243875323932558,"ENSMUST00000000253","ENSMUSG00000000247","ENSMUSG00000000247.12","ENSMUST00000000253.6","2","Lhx2","Lhx2","ENSMUSG00000000247","Lhx2","16870","Mm.142856","Mm.142856","2","38339281","4","amygdala/cerebral_cortex/cerebral_cortex_prefrontal/ciliary_bodies/dorsal_striatum/epidermis/hippocampus/iris/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_7hrs/nucleus_accumbens/olfactory_bulb/placenta/retina/retinal_pigment_epithelium","cerebral_cortex_prefrontal"
"320","1418326_at",-0.324650464692801,8.14754997280963,-3.44590244505925,0.00243909105288274,0.0228524608561039,-2.27345686473334,"ENSMUST00000045557","ENSMUSG00000040010","ENSMUSG00000040010.11","ENSMUST00000045557.10","8","Slc7a5","Slc7a5","ENSMUSG00000040010","Slc7a5","20539","Mm.27943/Mm.413116","Mm.27943/Mm.413116","8","121881150","5","adipose_white/adrenal_gland/Baf3/C3H_10T1_2/lacrimal_gland/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/min6/neuro2a/nih_3T3/osteoblast_day5/placenta/testis","neuro2a"
"321","1418329_at",0.381898351203938,8.18590563293231,3.10201798438655,0.00542605707101039,0.0418723221836731,-3.04555265219416,"ENSMUST00000070173","ENSMUSG00000056204","ENSMUSG00000056204.9","ENSMUST00000070173.9","8","Pgpep1","Pgpep1","ENSMUSG00000056204","Pgpep1","66522","Mm.154906/Mm.372568/Mm.392127/Mm.487385/Mm.490914","Mm.154906/Mm.372568/Mm.392127/Mm.487385/Mm.490914","8","70646436","1","kidney","kidney"
"322","1418340_at",-0.617165772195424,7.29455302203221,-5.68471624963663,1.24292763856038e-05,0.000370097311920194,2.96755108858913,"ENSMUST00000079957","ENSMUSG00000058715","ENSMUSG00000058715.12","ENSMUST00000079957.12","1","Fcer1g","Fcer1g","ENSMUSG00000058715","Fcer1g","14127",NA,NA,"1","171229572","5","bone/bone_marrow/dendritic_cells_myeloid_CD8a-/dendritic_plasmacytoid_B220+/granulocytes_mac1+gr1+/lymph_nodes/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/microglia/NK_cells/osteoblast_day21/osteoclasts/RAW_264_7/spleen","macrophage_bone_marrow_24h_LPS"
"323","1418389_at",-0.403620845623455,7.71116409900941,-4.96402192568486,6.64127264649876e-05,0.0013880685553788,1.28724241995689,"ENSMUST00000118121","ENSMUSG00000118332","ENSMUSG00000118332.2","ENSMUST00000118121.2","5","Fam220a","Fam220a","ENSMUSG00000083012","Fam220a","NA","Mm.317794/Mm.412401","Mm.317794/Mm.412401","5","143548708","3","bone/bone_marrow/umbilical_cord","bone"
"324","1418394_a_at",-0.33809770814159,7.62798147635779,-3.19963056276891,0.00433174625338478,0.0354568876325667,-2.82906464632934,"ENSMUST00000109802","ENSMUSG00000002885","ENSMUSG00000002885.15","ENSMUST00000109802.3","8","Adgre5","Adgre5","ENSMUSG00000002885","Cd97","26364","Mm.334648","Mm.334648","8","83723251","4","B-cells_marginal_zone/bone_marrow/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/dendritic_plasmacytoid_B220+/follicular_B-cells/granulocytes_mac1+gr1+/lung/lymph_nodes/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/NK_cells/osteoclasts/spleen/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+","mast_cells"
"329","1418398_a_at",-0.574954564219865,6.54668284244595,-5.28044592280976,3.16378934377481e-05,0.000799653888013781,2.02959670543548,"ENSMUST00000009396","ENSMUSG00000000244","ENSMUSG00000000244.18","ENSMUST00000009396.13","7","Tspan32","Tspan32","ENSMUSG00000000244","Tspan32","27027","Mm.28172/Mm.448095","Mm.28172/Mm.448095","7","143005046","4","Baf3/B-cells_marginal_zone/bone/bone_marrow/common_myeloid_progenitor/follicular_B-cells/granulo_mono_progenitor/granulocytes_mac1+gr1+/lymph_nodes/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/mast_cells/mega_erythrocyte_progenitor/NK_cells/osteoclasts/spleen/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","T-cells_CD4+"
"336","1418400_at",-0.276124889628509,6.47539024716316,-3.54831000846845,0.00191692252142629,0.0192905119787359,-2.03905863607925,"ENSMUST00000038407","ENSMUSG00000034839","ENSMUSG00000034839.6","ENSMUST00000038407.6","9","Larp6","Larp6","ENSMUSG00000034839","Larp6","67557","Mm.44546","Mm.44546","9","60712989","2","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/nucleus_accumbens/osteoblast_day21/spinal_cord","spinal_cord"
"337","1418413_at",-0.978079334439546,7.13461952565973,-10.009817935216,2.03194154354916e-09,2.20838180091401e-07,11.7550586030134,"ENSMUST00000075477","ENSMUSG00000062694","ENSMUSG00000062694.8","ENSMUST00000075477.8","6","Cav3","Cav3","ENSMUSG00000062694","Cav3","12391","Mm.3924","Mm.3924","6","112459501","3","heart/mammary_gland_non-lactating/skeletal_muscle","skeletal_muscle"
"338","1418415_at",0.297104289404471,7.23427207074484,3.4648649087248,0.00233286609200941,0.0221758305918271,-2.23018752794211,"ENSMUST00000049272","ENSMUSG00000038700","ENSMUSG00000038700.5","ENSMUST00000049272.5","11","Hoxb5","Hoxb5","ENSMUSG00000038700","Hoxb5","15413","Mm.207","Mm.207","11","96302595","4","adrenal_gland/dorsal_root_ganglia/lung/spinal_cord","spinal_cord"
"339","1418424_at",0.30785415586031,6.69350570439001,3.27403893846793,0.00364474402771433,0.0311907818959648,-2.66252891313909,"ENSMUST00000065927","ENSMUSG00000053475","ENSMUSG00000053475.6","ENSMUST00000065927.6","2","Tnfaip6","Tnfaip6","ENSMUSG00000053475","Tnfaip6","21930","Mm.3509/Mm.396755","Mm.3509/Mm.396755","2","52038009","2","cerebral_cortex/dorsal_striatum/lens/osteoblast_day14/osteoblast_day21/osteoblast_day5/spinal_cord","osteoblast_day14"
"340","1418438_at",-0.500962680005159,7.17081977873167,-5.23511762132767,3.5165931318847e-05,0.00086862514443258,1.92363240283306,"ENSMUST00000023820","ENSMUSG00000023057","ENSMUSG00000023057.6","ENSMUST00000023820.6","3","Fabp2","Fabp2","ENSMUSG00000023057","Fabp2","14079","Mm.28398","Mm.28398","3","122895072","5","intestine_large/intestine_small/liver/skeletal_muscle/spinal_cord/stomach","intestine_small"
"341","1418451_at",0.367071604438904,8.87402864488046,4.06493615105357,0.00056235746950957,0.0074083496134786,-0.835964210813346,"ENSMUST00000160013","ENSMUSG00000043004","ENSMUSG00000043004.14","ENSMUST00000160013.8","14","Gng2","Gng2","ENSMUSG00000043004","Gng2","14702","Mm.41737/Mm.405900/Mm.405928/Mm.415431/Mm.427578/Mm.452554","Mm.41737/Mm.405900/Mm.405928/Mm.415431/Mm.427578/Mm.452554","14","19872559","2","amygdala/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/hippocampus/hypothalamus/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_peri_LPS_thio_0hrs/mast_cells/osteoclasts/pituitary","amygdala"
"346","1418474_at",-0.326501731287104,7.11572414369241,-4.30838259208817,0.000314710548439845,0.00458769608350109,-0.261853117653886,"ENSMUST00000022828","ENSMUSG00000022217","ENSMUSG00000022217.15","ENSMUST00000022828.9","14","Emc9","Emc9","ENSMUSG00000022217","Emc9","85308","Mm.40667","Mm.40667","14","55581516","1","dorsal_root_ganglia","dorsal_root_ganglia"
"349","1418483_a_at",-0.470008616288325,8.2157459467666,-4.6279405885315,0.000147088043254498,0.00249405163419079,0.493860144406176,"ENSMUST00000079424","ENSMUSG00000035778","ENSMUSG00000035778.18","ENSMUST00000079424.11","2","Ggta1","Ggta1","ENSMUSG00000035778","Ggta1","14594","Mm.281124/Mm.480642","Mm.281124/Mm.480642","2","35400179","2","3T3-L1/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_6hr_LPS/microglia/placenta","microglia"
"353","1418494_at",0.450967523690545,7.77627850976254,3.69244617656443,0.00136354745008667,0.0146970130942399,-1.70643374865575,"ENSMUST00000176161","ENSMUSG00000022053","ENSMUSG00000022053.14","ENSMUST00000176161.8","14","Ebf2","Ebf2","ENSMUSG00000022053","Ebf2","13592","Mm.319947","Mm.319947","14","67233292","1","adipose_brown","adipose_brown"
"355","1418505_at",0.519747247179298,10.1369119550587,3.86624867273869,0.000902602984972627,0.0107602816544909,-1.30189218214431,"ENSMUST00000020217","ENSMUSG00000020029","ENSMUSG00000020029.7","ENSMUST00000020217.7","10","Nudt4","Nudt4","ENSMUSG00000020029","Nudt4","71207","Mm.24397/Mm.444833/Mm.471760","Mm.24397/Mm.444833/Mm.471760","10","95547007","5","ciliary_bodies/cornea/intestine_large/kidney/skeletal_muscle/testis","testis"
"356","1418545_at",0.39821369707599,9.01942749857232,4.20261911422244,0.000404982162984784,0.00557149511566197,-0.51158269665649,"ENSMUST00000019975","ENSMUSG00000019831","ENSMUSG00000019831.15","ENSMUST00000019975.14","10","Wasf1","Wasf1","ENSMUSG00000019831","Wasf1","83767","Mm.41353","Mm.41353","10","40883475","5","amygdala/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/dorsal_root_ganglia/dorsal_striatum/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/hippocampus/hypothalamus/min6/neuro2a/nih_3T3/nucleus_accumbens/olfactory_bulb/ovary/retina/spinal_cord/uterus","dorsal_striatum"
"358","1418591_at",-0.546990679185304,7.36729884026999,-5.03440971189657,5.62756124108984e-05,0.00122324422843823,1.45286698181203,"ENSMUST00000070070","ENSMUSG00000032285","ENSMUSG00000032285.16","ENSMUST00000070070.8","9","Dnaja4","Dnaja4","ENSMUSG00000032285","Dnaja4","58233","Mm.489676","Mm.489676","9","54698873","4","adipose_white/heart/mammary_gland_non-lactating/mast_cells/skeletal_muscle","mast_cells"
"359","1418600_at",-1.00151581906894,9.04149879807297,-5.77063530236561,1.02128881901171e-05,0.000317134494703589,3.16502489654396,"ENSMUST00000067060","ENSMUSG00000054191","ENSMUSG00000054191.10","ENSMUST00000067060.10","8","Klf1","Klf1","ENSMUSG00000054191","Klf1","16596","Mm.4847","Mm.4847","8","84901928","3","Baf3/bone/bone_marrow/common_myeloid_progenitor/mega_erythrocyte_progenitor/spleen","bone_marrow"
"360","1418602_at",-0.264377766187221,7.06261229684035,-3.35613414180922,0.00300980520598946,0.0268862188332291,-2.47740324041715,"ENSMUST00000034443","ENSMUSG00000031962","ENSMUSG00000031962.7","ENSMUST00000034443.7","8","Cdh15","Cdh15","ENSMUSG00000031962","Cdh15","12555","Mm.1976","Mm.1976","8","122848374","1","C2C12/cerebellum","C2C12"
"361","1418606_at",0.634674732933461,7.25287683918522,4.36620064459127,0.000274195054387595,0.00412939018397576,-0.125197678079141,"ENSMUST00000136302","ENSMUSG00000099521","ENSMUSG00000099521.2","ENSMUST00000136302.3","2","Gm28309","Gm28309","ENSMUSG00000042499","Hoxd11","15431",NA,NA,"2","74679392","1","uterus","uterus"
"362","1418641_at",-0.382835651763114,6.75347710640949,-4.35238179498211,0.000283375541264089,0.00423828418482368,-0.157865742764234,"ENSMUST00000052413","ENSMUSG00000002699","ENSMUSG00000002699.14","ENSMUST00000052413.12","11","Lcp2","Lcp2","ENSMUSG00000002699","Lcp2","16822","Mm.265350/Mm.416206","Mm.265350/Mm.416206","11","34046920","5","bone/bone_marrow/dendritic_cells_myeloid_CD8a-/lymph_nodes/macrophage_bone_marrow_0hr/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/microglia/osteoclasts/spleen/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","mast_cells"
"364","1418666_at",0.5645522932235,7.52345958150288,5.32675365668913,2.84042133286533e-05,0.000733901679446733,2.13770081553683,"ENSMUST00000029421","ENSMUSG00000027832","ENSMUSG00000027832.6","ENSMUST00000029421.6","3","Ptx3","Ptx3","ENSMUSG00000027832","Ptx3","19288","Mm.276776/Mm.442151/Mm.447958","Mm.276776/Mm.442151/Mm.447958","3","66219910","3","3T3-L1/C3H_10T1_2/macrophage_peri_LPS_thio_7hrs/mammary_gland_non-lactating/microglia/osteoblast_day14/osteoblast_day21/osteoblast_day5/salivary_gland","osteoblast_day5"
"365","1418671_at",-0.257512789541756,7.15486463506941,-3.09609623676508,0.00550043080440408,0.0422975345230177,-3.05860922854081,"ENSMUST00000040971","ENSMUSG00000035547","ENSMUSG00000035547.15","ENSMUST00000040971.14","7","Capn5","Capn5","ENSMUSG00000035547","Capn5","12337","Mm.326847","Mm.326847","7","98121559","4","bladder/dorsal_root_ganglia/intestine_large/uterus","dorsal_root_ganglia"
"366","1418672_at",-0.79007548724736,6.85566257445075,-5.19173855248046,3.8916560601007e-05,0.000948006411399364,1.8220950661196,"ENSMUST00000021634","ENSMUSG00000021213","ENSMUSG00000021213.13","ENSMUST00000021634.4","13","Akr1c13","Akr1c13","ENSMUSG00000021213","Akr1c13","27384","Mm.27447","Mm.27447","13","4191184","4","Baf3/common_myeloid_progenitor/cornea/intestine_large/intestine_small/liver/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/mast_cells/mast_cells_IgE/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/mega_erythrocyte_progenitor/min6/NK_cells/stem_cells__HSC/stomach/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+","mast_cells"
"367","1418674_at",-0.257309012794908,6.32755101468978,-3.312568266127,0.00333196514855337,0.0289317506440966,-2.5758184563592,"ENSMUST00000022746","ENSMUSG00000022146","ENSMUSG00000022146.13","ENSMUST00000022746.13","15","Osmr","Osmr","ENSMUSG00000022146","Osmr","18414","Mm.10760","Mm.10760","15","6813577","4","3T3-L1/bladder/lung/lymph_nodes/osteoblast_day14/osteoblast_day21/osteoblast_day5/uterus","3T3-L1"
"368","1418680_at",-1.31513568918367,7.17571438310865,-12.6366360908606,3.04702236830379e-11,7.64216648604192e-09,15.9477816187538,"ENSMUST00000023450","ENSMUSG00000022766","ENSMUSG00000022766.15","ENSMUST00000023450.15","16","Serpind1","Serpind1","ENSMUSG00000022766","Serpind1","15160","Mm.6609","Mm.6609","16","17331371","3","lens/liver/osteoclasts/placenta","liver"
"369","1418708_at",-1.05544273164522,7.03599531942745,-10.7896597230585,5.4132272726738e-10,7.16131385900364e-08,13.0811174818458,"ENSMUST00000003071","ENSMUSG00000074336","ENSMUSG00000074336.6","ENSMUST00000003071.10","7","Apoc4","Apoc4","ENSMUSG00000074336","Apoc4","11425",NA,NA,"7","19678094","1","liver","liver"
"370","1418733_at",0.66810943467358,8.31801736535466,7.4939550118744,2.40592698765858e-07,1.44620651241269e-05,6.94455245729066,"ENSMUST00000049089","ENSMUSG00000035799","ENSMUSG00000035799.7","ENSMUST00000049089.7","12","Twist1","Twist1","ENSMUSG00000035799","Twist1","22160","Mm.3280","Mm.3280","12","33957671","1","3T3-L1/C3H_10T1_2/nih_3T3/osteoblast_day14/osteoblast_day21/osteoblast_day5/umbilical_cord","osteoblast_day21"
"371","1418735_at",-1.07519225355502,7.10656596966743,-11.490606916162,1.74474299120472e-10,2.79183286364585e-08,14.2124541666649,"ENSMUST00000023797","ENSMUSG00000059668","ENSMUSG00000059668.7","ENSMUST00000023797.8","15","Krt4","Krt4","ENSMUSG00000059668","Krt4","16682","Mm.46425","Mm.46425","15","101918536","4","bladder/ciliary_bodies/cornea/eyecup/prostate/stomach","stomach"
"372","1418761_at",0.717798821280399,9.3332022141535,5.23641548722542,3.50595541540732e-05,0.00086862514443258,1.92666839104227,"ENSMUST00000013559","ENSMUSG00000013415","ENSMUSG00000013415.10","ENSMUST00000013559.3","11","Igf2bp1","Igf2bp1","ENSMUSG00000013415","Igf2bp1","140486","Mm.294769/Mm.491157","Mm.294769/Mm.491157","11","95957163","1","3T3-L1/embryonic_stem_line_Bruce4_p13/embryonic_stem_line_V26_2_p16/mIMCD-3/nih_3T3/placenta","embryonic_stem_line_V26_2_p16"
"373","1418765_at",-0.577515431012297,6.86756624401075,-5.97723289672818,6.39010724175955e-06,0.000220689282656819,3.63682779635994,"ENSMUST00000109225","ENSMUSG00000040413","ENSMUSG00000040413.16","ENSMUST00000109225.9","11","Timd2","Timd2","ENSMUSG00000040413","Timd2","171284","Mm.234654/Mm.394859","Mm.234654/Mm.394859","11","46668960","4","kidney/liver/mammary_gland__lact/placenta","liver"
"374","1418769_at",-1.17764256399068,7.596254051856,-12.8691880579147,2.17071728599926e-11,5.89801975916714e-09,16.2836619342525,"ENSMUST00000143464","ENSMUSG00000028116","ENSMUSG00000028116.14","ENSMUST00000143464.6","3","Myoz2","Myoz2","ENSMUSG00000028116","Myoz2","59006",NA,NA,"3","123006206","4","adipose_brown/heart/mammary_gland_non-lactating/skeletal_muscle","heart"
"376","1418771_a_at",-1.24553349590127,7.00916628878601,-10.5693053453243,7.81208873711016e-10,9.43382049161025e-08,12.7138033285627,"ENSMUST00000022576","ENSMUSG00000021999","ENSMUSG00000021999.10","ENSMUST00000022576.10","14","Cpb2","Cpb2","ENSMUSG00000021999","Cpb2","56373",NA,NA,"14","75242287","1","liver","liver"
"377","1418778_at",-0.436546490402261,6.67991150215312,-4.29723881576176,0.000323183687813021,0.0046500313728805,-0.288182596503227,"ENSMUST00000153506","ENSMUSG00000027994","ENSMUSG00000027994.15","ENSMUST00000153506.8","3","Mcub","Mcub","ENSMUSG00000027994","Ccdc109b","66815","Mm.31056","Mm.31056","3","129914960","2","C2C12/dendritic_cells_myeloid_CD8a-/dorsal_root_ganglia/granulocytes_mac1+gr1+/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/macrophage_peri_LPS_thio_0hrs/macrophage_peri_LPS_thio_1hrs/macrophage_peri_LPS_thio_7hrs/microglia/neuro2a/nih_3T3/osteoblast_day5/osteoclasts/pituitary/RAW_264_7/T-cells_foxP3+","macrophage_bone_marrow_0hr"
"379","1418791_at",-0.38709750764268,7.1365790015986,-4.50929082895047,0.000195016693608725,0.00315559270228906,0.2132181758134,"ENSMUST00000030212","ENSMUSG00000028488","ENSMUSG00000028488.16","ENSMUST00000030212.15","4","Sh3gl2","Sh3gl2","ENSMUSG00000028488","Sh3gl2","20404","Mm.409309","Mm.409309","4","85205126","4","amygdala/bladder/cerebellum/cerebral_cortex/cerebral_cortex_prefrontal/cornea/dorsal_root_ganglia/dorsal_striatum/hippocampus/hypothalamus/nucleus_accumbens/olfactory_bulb/pituitary/retina/retinal_pigment_epithelium/spinal_cord","cerebral_cortex_prefrontal"
"380","1418796_at",-0.860642231052219,7.05808053837965,-8.35914526300448,4.24806020094618e-08,3.41995068770001e-06,8.69460354790628,"ENSMUST00000004587","ENSMUSG00000004473","ENSMUSG00000004473.11","ENSMUST00000004587.11","7","Clec11a","Clec11a","ENSMUSG00000004473","Clec11a","20256","Mm.20428","Mm.20428","7","44303770","1","osteoblast_day14/osteoblast_day21/osteoblast_day5/umbilical_cord","osteoblast_day21"
"381","1418798_s_at",-0.549582195404245,7.05341068449534,-5.48885751403115,1.95052866743837e-05,0.000541250954909176,2.51484003380333,"ENSMUST00000139630","ENSMUSG00000002007","ENSMUSG00000002007.6","ENSMUST00000139630.2","X","Srpk3","Srpk3","ENSMUSG00000002007","Srpk3","56504","Mm.111904","Mm.111904","X","73774405","4","B-cells_marginal_zone/follicular_B-cells/lymph_nodes/mammary_gland_non-lactating/skeletal_muscle/spleen","follicular_B-cells"
"385","1418799_a_at",-0.52202506329962,6.55143825445126,-5.5464649667724,1.70770246725674e-05,0.000484170773433965,2.64834788999017,"ENSMUST00000086923","ENSMUSG00000025064","ENSMUSG00000025064.16","ENSMUST00000086923.6","19","Col17a1","Col17a1","ENSMUSG00000025064","Col17a1","12821","Mm.1225/Mm.398547","Mm.1225/Mm.398547","19","47646344","4","cornea/epidermis/mammary_gland__lact/umbilical_cord","cornea"
"387","1418826_at",-0.501815378928177,6.90656331637947,-4.3961289579819,0.000255322334094251,0.00389822329902779,-0.0544347410544477,"ENSMUST00000161157","ENSMUSG00000024677","ENSMUSG00000024677.14","ENSMUST00000161157.8","19","Ms4a6b","Ms4a6b","ENSMUSG00000024677","Ms4a6b","69774","Mm.436639","Mm.436639","19","11516512","4","B-cells_marginal_zone/common_myeloid_progenitor/dendritic_cells_lymphoid_CD8a+/dendritic_cells_myeloid_CD8a-/granulo_mono_progenitor/granulocytes_mac1+gr1+/lymph_nodes/macrophage_bone_marrow_0hr/macrophage_bone_marrow_24h_LPS/macrophage_bone_marrow_2hr_LPS/macrophage_bone_marrow_6hr_LPS/mammary_gland__lact/microglia/NK_cells/osteoclasts/RAW_264_7/spleen/stem_cells__HSC/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_DP_CD4+CD8+/thymocyte_SP_CD4+/thymocyte_SP_CD8+","T-cells_CD8+"
"389","1418831_at",-0.399756199972845,7.25949834038189,-4.28578421066266,0.000332131478902657,0.00473923276569852,-0.315242868000325,"ENSMUST00000161142","ENSMUSG00000054065","ENSMUSG00000054065.13","ENSMUST00000161142.2","7","Pkp3","Pkp3","ENSMUSG00000054065","Pkp3","56460","Mm.350037","Mm.350037","7","141078218","3","cornea/dendritic_plasmacytoid_B220+/epidermis/intestine_small/mast_cells_IgE+antigen_1hr/mast_cells_IgE+antigen_6hr/T-cells_CD4+/T-cells_CD8+/T-cells_foxP3+/thymocyte_SP_CD4+","cornea"
"393","1418840_at",0.281421959267094,9.30863696542948,3.29547394012945,0.00346736448180841,0.0298688028875465,-2.61432809181277,"ENSMUST00000074371","ENSMUSG00000024975","ENSMUSG00000024975.14","ENSMUST00000074371.13","19","Pdcd4","Pdcd4","ENSMUSG00000024975","Pdcd4","18569","Mm.1605","Mm.1605","19","53892231","2","lacrimal_gland/mast_cells_IgE/NK_cells/prostate","lacrimal_gland"
